GeneIndex GeneName #SNPs run_time Theta Pleiotropic_Effect_based_on_CI Pleiotropic_Effect_based_on_Median gene snp_number chr start end gene_type gene_length snp_number_gene_length_ratio
72 CCDC87 1 1.92399999999998 0.213534713437252 No No CCDC87 1 11 66357647 66360534 protein_coding 2887 0.000346380325597506
74 CCL21 1 2.13200000000001 0.183776068536043 No No CCL21 1 9 34709002 34710133 protein_coding 1131 0.000884173297966401
73 CCDC96 1 2.39499999999998 0.182435804628378 No No CCDC96 1 4 7042576 7044728 protein_coding 2152 0.000464684014869888
75 CCR8 1 2.44299999999998 0.264741047363098 No No CCR8 1 3 39371200 39375171 protein_coding 3971 0.00025182573659028
76 CD3D 1 2.31 0.244870398859745 No No CD3D 1 11 118209790 118213420 protein_coding 3630 0.000275482093663912
77 CEBPB 1 2.26300000000003 0.227547764388636 No No CEBPB 1 20 48807367 48809205 protein_coding 1838 0.000544069640914037
78 CHMP1B 1 2.34500000000003 0.347000400557745 No No CHMP1B 1 18 11851412 11854443 protein_coding 3031 0.000329924117452986
80 CHST14 1 2.459 0.283104571144881 No No CHST14 1 15 40763183 40765357 protein_coding 2174 0.000459981600735971
81 CIAO1 1 2.25 0.193999946096366 No No CIAO1 1 2 96931897 96939911 protein_coding 8014 0.000124781632143748
79 CHRM4 1 2.76499999999999 0.740019191627836 No No CHRM4 1 11 46405339 46413326 protein_coding 7987 0.000125203455615375
82 CKS1B 1 2.05700000000002 0.279403809501655 No No CKS1B 1 1 154947129 154951727 protein_coding 4598 0.000217485863418878
83 CLCN2 1 2.41800000000001 0.207994595431497 No No CLCN2 1 3 184063973 184079438 protein_coding 15465 6.46621403168445e-05
84 CLDN17 1 2.27199999999999 0.552993362542193 No No CLDN17 1 21 31537883 31539123 protein_coding 1240 0.000806451612903226
85 CLDN24 1 2.28100000000001 0.181366495264022 No No CLDN24 1 4 184242917 184243579 protein_coding 662 0.00151057401812689
87 CLEC14A 1 2.41500000000002 0.213177923257224 No No CLEC14A 1 14 38723205 38725298 protein_coding 2093 0.000477783086478739
86 CLDN3 1 2.44499999999999 0.285727467932422 No No CLDN3 1 7 73183327 73184600 protein_coding 1273 0.000785545954438335
88 CLEC18C 1 2.64100000000002 0.457121646573495 No No CLEC18C 1 16 70207225 70221264 protein_coding 14039 7.12301445971935e-05
90 COMMD3-BMI1 1 2.66300000000001 0.927934513947908 No No COMMD3-BMI1 1 10 22605317 22618471 protein_coding 13154 7.60225026607876e-05
94 COX7A1 1 2.11900000000003 0.164323517749808 No No COX7A1 1 19 36641824 36643351 protein_coding 1527 0.000654878847413229
92 COX5B 1 2.34999999999997 0.322386074031284 No No COX5B 1 2 98262525 98264846 protein_coding 2321 0.000430848772081
91 COPS6 1 2.59100000000001 0.28764966429308 No No COPS6 1 7 99686592 99689810 protein_coding 3218 0.000310752019888129
93 COX6A2 1 2.40300000000002 0.366681962669346 No No COX6A2 1 16 31439052 31439681 protein_coding 629 0.00158982511923688
95 COX7C 1 2.14300000000003 0.203069778632242 No No COX7C 1 5 85913745 85916779 protein_coding 3034 0.0003295978905735
97 CRH 1 1.959 0.204225493381858 No No CRH 1 8 67088611 67090699 protein_coding 2088 0.000478927203065134
98 CRYAA 1 2.05000000000001 0.177594299539061 No No CRYAA 1 21 44589118 44592915 protein_coding 3797 0.000263365815117198
96 CPLX3 1 2.63799999999998 0.333570505266718 No No CPLX3 1 15 75118968 75124143 protein_coding 5175 0.000193236714975845
99 CSNK2A3 1 2.38999999999999 0.210567521930736 No No CSNK2A3 1 11 11373489 11374797 protein_coding 1308 0.000764525993883792
101 CTAGE9 1 2.38900000000001 0.20935854009596 No No CTAGE9 1 6 132029581 132032157 protein_coding 2576 0.000388198757763975
102 CTRL 1 2.27499999999998 0.384439658508672 No No CTRL 1 16 67961543 67966268 protein_coding 4725 0.000211640211640212
104 CXCL2 1 2.24099999999999 0.165342162082325 No No CXCL2 1 4 74962757 74964913 protein_coding 2156 0.000463821892393321
106 CXCL5 1 2.49000000000001 0.307628473111763 No No CXCL5 1 4 74861359 74864394 protein_coding 3035 0.000329489291598023
103 CTXN1 1 3.12900000000002 0.597203649910835 No No CTXN1 1 19 7989376 7991020 protein_coding 1644 0.000608272506082725
105 CXCL3 1 2.81200000000001 0.463317809892908 No No CXCL3 1 4 74902306 74904524 protein_coding 2218 0.000450856627592426
107 CYB561A3 1 2.37799999999999 0.173794944589872 No No CYB561A3 1 11 61116226 61129755 protein_coding 13529 7.3915293074137e-05
108 DAND5 1 2.28499999999997 0.233840901503614 No No DAND5 1 19 13075973 13085574 protein_coding 9601 0.000104155817102385
109 DDIT4 1 2.65300000000002 0.568352790959688 No No DDIT4 1 10 74033678 74035794 protein_coding 2116 0.000472589792060492
112 DEFB135 1 2.13800000000003 0.408093540529424 No No DEFB135 1 8 11839765 11842099 protein_coding 2334 0.000428449014567267
111 DEFA6 1 2.19100000000003 0.169769836828107 No No DEFA6 1 8 6782219 6783598 protein_coding 1379 0.000725163161711385
110 DDX28 1 2.565 0.252189710795492 No No DDX28 1 16 68054819 68057135 protein_coding 2316 0.000431778929188256
114 DNAJB7 1 2.214 0.159616203906022 No No DNAJB7 1 22 41255553 41258117 protein_coding 2564 0.000390015600624025
113 DHH 1 2.392 0.478309832707868 No No DHH 1 12 49480439 49488584 protein_coding 8145 0.000122774708410068
115 DND1 1 2.37600000000003 0.160840395314165 No No DND1 1 5 140050379 140053161 protein_coding 2782 0.000359453630481668
117 DUSP1 1 2.15100000000001 0.266050171878574 No No DUSP1 1 5 172195099 172198198 protein_coding 3099 0.000322684737011939
118 DUSP2 1 2.404 0.160603021986048 No No DUSP2 1 2 96808908 96811179 protein_coding 2271 0.000440334654337296
120 EID3 1 2.21699999999998 0.163873490132631 No No EID3 1 12 104697517 104698983 protein_coding 1466 0.000682128240109141
119 EID1 1 2.40000000000003 0.310047504712968 No No EID1 1 15 49170331 49172370 protein_coding 2039 0.000490436488474743
116 DOK1 1 3.13400000000001 0.307611424596267 No No DOK1 1 2 74776153 74784678 protein_coding 8525 0.000117302052785924
121 EIF3CL 1 2.41200000000003 0.161720242451287 No No EIF3CL 1 16 28390900 28415162 protein_coding 24262 4.12167175006183e-05
122 ENKD1 1 2.63900000000001 0.182423983957065 No No ENKD1 1 16 67696848 67701168 protein_coding 4320 0.000231481481481481
123 ENTPD8 1 2.32099999999997 0.212253202399121 No No ENTPD8 1 9 140328816 140336268 protein_coding 7452 0.00013419216317767
124 EXOSC4 1 2.56899999999996 0.343568039690231 No No EXOSC4 1 8 145133551 145135551 protein_coding 2000 5e-04
126 FAM174C 1 2.45099999999996 0.596221253626258 No No FAM174C 1 19 1275529 1279243 protein_coding 3714 0.000269251480883145
125 EXOSC6 1 2.91800000000001 0.590612874674131 No No EXOSC6 1 16 70280681 70285843 protein_coding 5162 0.000193723363037582
128 FAM243B 1 2.01999999999998 0.204312233874548 No No FAM243B 1 21 35771706 35773413 protein_coding 1707 0.000585823081429408
127 FAM214B 1 2.59900000000005 0.164629310561312 No No FAM214B 1 9 35104109 35116338 protein_coding 12229 8.17728350641917e-05
130 FAM89B 1 1.93699999999995 0.268679246244897 No No FAM89B 1 11 65339820 65341669 protein_coding 1849 0.000540832882639265
131 FBXL15 1 2.334 0.424695315546838 No No FBXL15 1 10 104178946 104182893 protein_coding 3947 0.000253356979984799
132 FBXO48 1 2.01600000000002 0.231891569507537 No No FBXO48 1 2 68686554 68694426 protein_coding 7872 0.000127032520325203
129 FAM76A 1 2.91499999999996 0.217712412628448 No No FAM76A 1 1 28052472 28089627 protein_coding 37155 2.6914278024492e-05
133 FBXW9 1 2.26100000000002 0.375731398850226 No No FBXW9 1 19 12798867 12807445 protein_coding 8578 0.000116577290743763
135 FEN1 1 2.01299999999998 0.180346318413444 No No FEN1 1 11 61560383 61564710 protein_coding 4327 0.000231107002542177
134 FCGR3A 1 2.34700000000004 0.203715924404646 No No FCGR3A 1 1 161511549 161520527 protein_coding 8978 0.000111383381599465
138 FFAR3 1 2.505 0.36680488268254 No No FFAR3 1 19 35849362 35851391 protein_coding 2029 0.000492853622474125
137 FFAR1 1 2.55499999999995 0.468654015428648 No No FFAR1 1 19 35842455 35844764 protein_coding 2309 0.00043308791684712
139 FGF17 1 1.95600000000002 0.18895112634173 No No FGF17 1 8 21899909 21906320 protein_coding 6411 0.000155981906098893
140 FITM1 1 2.404 0.518403851592267 No No FITM1 1 14 24599868 24602058 protein_coding 2190 0.00045662100456621
141 FKSG48 1 2.19200000000001 0.444838866054178 No No FKSG48 1 1 33439268 33439642 protein_coding 374 0.00267379679144385
142 FLJ00388 1 2.40699999999998 0.193955949849735 No No FLJ00388 1 1 48226979 48227290 protein_coding 311 0.00321543408360129
144 FOXD1 1 2.27600000000001 0.158949460373652 No No FOXD1 1 5 72740654 72744602 protein_coding 3948 0.000253292806484296
145 FOXG1 1 2.34100000000001 0.366174388046429 No No FOXG1 1 14 29235993 29239483 protein_coding 3490 0.000286532951289398
147 FXYD7 1 2.45799999999997 0.635122515270105 No No FXYD7 1 19 35634154 35645205 protein_coding 11051 9.04895484571532e-05
150 GAS2L2 1 2.17000000000002 0.174037893507586 No No GAS2L2 1 17 34071530 34080258 protein_coding 8728 0.000114573785517874
153 GFY 1 1.96799999999996 0.146396424105255 No No GFY 1 19 49927006 49932244 protein_coding 5238 0.000190912562046583
152 GET3 1 2.26900000000001 0.246176822202917 No No GET3 1 19 12847953 12859137 protein_coding 11184 8.94134477825465e-05
154 GGN 1 2.23400000000004 0.141569147768844 No No GGN 1 19 38874907 38878722 protein_coding 3815 0.000262123197903014
151 GCHFR 1 2.80000000000001 0.676401493748097 No No GCHFR 1 15 41056266 41059906 protein_coding 3640 0.000274725274725275
156 GJB4 1 2.34800000000001 0.409112446913408 No No GJB4 1 1 35225341 35227928 protein_coding 2587 0.000386548125241593
160 GNG8 1 2.07600000000002 0.156060355112847 No No GNG8 1 19 47137333 47137942 protein_coding 609 0.00164203612479475
158 GJD4 1 2.637 0.50357672922362 No No GJD4 1 10 35894269 35897863 protein_coding 3594 0.000278241513633834
161 GOLGA7B 1 2.13399999999996 0.201984108885739 No No GOLGA7B 1 10 99609600 99631337 protein_coding 21737 4.60045084418273e-05
163 GPR3 1 2.11199999999997 0.205668274098124 No No GPR3 1 1 27719126 27722318 protein_coding 3192 0.00031328320802005
162 GPR148 1 2.35700000000003 0.516385957571771 No No GPR148 1 2 131486643 131487909 protein_coding 1266 0.000789889415481833
164 GPR31 1 2.142 0.209194162533111 No No GPR31 1 6 167568735 167571468 protein_coding 2733 0.000365898280278083
165 GPR45 1 2.59100000000001 0.845125255111842 No No GPR45 1 2 105858200 105859924 protein_coding 1724 0.000580046403712297
166 GRAP 1 2.46100000000001 0.314824431714349 No No GRAP 1 17 18923969 18950324 protein_coding 26355 3.7943464238285e-05
168 GRSF1 1 2.24899999999997 0.5376612708685 No No GRSF1 1 4 71681500 71705614 protein_coding 24114 4.14696856597827e-05
170 GUCA2A 1 2.41899999999998 0.275254708182948 No No GUCA2A 1 1 42628361 42630416 protein_coding 2055 0.00048661800486618
171 H1-2 1 2.738 0.612217513506282 No No H1-2 1 6 26055968 26056698 protein_coding 730 0.00136986301369863
173 H2AC7 1 2.077 0.227677933996512 No No H2AC7 1 6 26199012 26199521 protein_coding 509 0.00196463654223969
174 H2AW 1 2.32400000000001 0.295692714106627 No No H2AW 1 1 228644680 228645574 protein_coding 894 0.00111856823266219
172 H2AC16 1 2.82199999999995 0.977578788740004 No No H2AC16 1 6 27833095 27833576 protein_coding 481 0.00207900207900208
175 H2BC13 1 2.726 0.978398782197147 No No H2BC13 1 6 27775222 27775709 protein_coding 487 0.00205338809034908
176 H3C11 1 2.84100000000001 0.770862473333495 No No H3C11 1 6 27839623 27840124 protein_coding 501 0.00199600798403194
180 H3Y2 1 2.07000000000005 0.207262297082406 No No H3Y2 1 5 17491076 17492185 protein_coding 1109 0.000901713255184851
177 H3C2 1 2.66399999999999 0.737138112823171 No No H3C2 1 6 26031817 26032327 protein_coding 510 0.00196078431372549
178 H3C3 1 2.935 0.802175486944501 No No H3C3 1 6 26045612 26046097 protein_coding 485 0.00206185567010309
181 H4C1 1 2.66399999999999 0.982593104825325 No No H4C1 1 6 26021877 26022278 protein_coding 401 0.00249376558603491
184 HCFC1R1 1 2.00800000000004 0.184062789768319 No No HCFC1R1 1 16 3072626 3074287 protein_coding 1661 0.000602046959662854
186 HES3 1 2.33900000000006 0.159634197996323 No No HES3 1 1 6304239 6305638 protein_coding 1399 0.000714796283059328
187 HIC2 1 2.255 0.247604764981566 No No HIC2 1 22 21771660 21805752 protein_coding 34092 2.9332394696703e-05
188 HINT2 1 2.32800000000003 0.15764650793743 No No HINT2 1 9 35812957 35815351 protein_coding 2394 0.000417710944026733
185 HES1 1 2.67199999999997 0.587978338383795 No No HES1 1 3 193853937 193856521 protein_coding 2584 0.000386996904024768
189 HMX2 1 2.08300000000003 0.238456566307219 No No HMX2 1 10 124907652 124910188 protein_coding 2536 0.000394321766561514
190 HOXA1 1 2.21899999999999 0.334713247019956 No No HOXA1 1 7 27132612 27135619 protein_coding 3007 0.00033255736614566
194 HRCT1 1 2.06799999999998 0.162515438737265 No No HRCT1 1 9 35906199 35907133 protein_coding 934 0.00107066381156317
193 HPCA 1 2.20499999999998 0.188757421251177 No No HPCA 1 1 33351595 33364042 protein_coding 12447 8.03406443319675e-05
192 HOXC8 1 2.37900000000002 0.423568978393872 No No HOXC8 1 12 54402769 54406553 protein_coding 3784 0.000264270613107822
191 HOXA2 1 2.548 0.338171191570741 No No HOXA2 1 7 27139973 27142305 protein_coding 2332 0.000428816466552316
195 HSPA1A 1 2.40999999999997 0.362966314542659 No No HSPA1A 1 6 31783320 31785723 protein_coding 2403 0.000416146483562214
196 HSPB2 1 2.22700000000003 0.25819179315275 No No HSPB2 1 11 111783458 111784817 protein_coding 1359 0.000735835172921266
197 HSPB9 1 2.25700000000001 0.418041764926942 No No HSPB9 1 17 40274822 40275370 protein_coding 548 0.00182481751824818
199 HTRA2 1 2.57100000000003 0.577014830952612 No No HTRA2 1 2 74756852 74760459 protein_coding 3607 0.000277238702522872
200 HYAL2 1 2.59899999999999 0.541136883456398 No No HYAL2 1 3 50355221 50360213 protein_coding 4992 0.000200320512820513
201 IER3 1 2.12199999999996 0.258779282662656 No No IER3 1 6 30710976 30712325 protein_coding 1349 0.000741289844329133
198 HSPE1 1 3.12099999999998 0.985407748163178 No No HSPE1 1 2 198364864 198368173 protein_coding 3309 0.000302206104563312
202 IFNA13 1 2.05099999999999 0.220323227853665 No No IFNA13 1 9 21367423 21368961 protein_coding 1538 0.000650195058517555
203 IFNA2 1 2.31999999999999 0.214497084604996 No No IFNA2 1 9 21384254 21385397 protein_coding 1143 0.000874890638670166
204 IFNA5 1 2.19499999999999 0.251423288657991 No No IFNA5 1 9 21304325 21305312 protein_coding 987 0.00101317122593718
206 IFNL1 1 2.14999999999998 0.457086840609357 No No IFNL1 1 19 39787047 39789313 protein_coding 2266 0.000441306266548985
205 IFNB1 1 2.363 0.258518025963445 No No IFNB1 1 9 21077103 21077941 protein_coding 838 0.00119331742243437
208 IGIP 1 1.84499999999997 0.162382896017528 No No IGIP 1 5 139505522 139508977 protein_coding 3455 0.000289435600578871
207 IFRD2 1 2.589 0.46770077792794 No No IFRD2 1 3 50325163 50330349 protein_coding 5186 0.000192826841496336
209 IL17A 1 2.41000000000003 0.528988802624514 No No IL17A 1 6 52051173 52055436 protein_coding 4263 0.000234576589256392
210 IL18BP 1 2.43200000000002 0.305537060393319 No No IL18BP 1 11 71709659 71716761 protein_coding 7102 0.000140805406927626
211 IMPDH2 1 2.13200000000001 0.349493768327825 No No IMPDH2 1 3 49061758 49066880 protein_coding 5122 0.000195236235845373
213 INSM1 1 1.91999999999996 0.200217830942359 No No INSM1 1 20 20348748 20351593 protein_coding 2845 0.000351493848857645
214 INSM2 1 2.12200000000001 0.177720827682112 No No INSM2 1 14 36003370 36006260 protein_coding 2890 0.000346020761245675
216 INTS5 1 2.36699999999996 0.42245945893671 No No INTS5 1 11 62414320 62420774 protein_coding 6454 0.000154942671211652
219 IRX2 1 2.00600000000003 0.212562722491729 No No IRX2 1 5 2745959 2751791 protein_coding 5832 0.000171467764060357
220 IZUMO1R 1 2.06599999999997 0.375760504756805 No No IZUMO1R 1 11 94038758 94040887 protein_coding 2129 0.000469704086425552
218 IQCF3 1 2.26000000000005 0.339216857156635 No No IQCF3 1 3 51860899 51864872 protein_coding 3973 0.000251698968034231
217 IQCC 1 2.565 0.292441877114798 No No IQCC 1 1 32671272 32674283 protein_coding 3011 0.000332115576220525
221 IZUMO2 1 2.488 0.571372382160022 No No IZUMO2 1 19 50655805 50666452 protein_coding 10647 9.39231708462478e-05
223 JCHAIN 1 1.86099999999999 0.212852603985665 No No JCHAIN 1 4 71521258 71547534 protein_coding 26276 3.80575430050236e-05
222 IZUMO3 1 1.97800000000001 0.165890515489352 No No IZUMO3 1 9 24542950 24545944 protein_coding 2994 0.000334001336005344
224 JPH4 1 2.15599999999995 0.515636613061756 No No JPH4 1 14 24037244 24047999 protein_coding 10755 9.29800092980009e-05
227 KCNJ8 1 1.767 0.171953405223573 No No KCNJ8 1 12 21917889 21928534 protein_coding 10645 9.39408172851104e-05
225 JTB 1 2.61600000000004 0.305663483228587 No No JTB 1 1 153946745 153950150 protein_coding 3405 0.000293685756240822
228 KDM4E 1 2.11000000000001 0.219622165810717 No No KDM4E 1 11 94758422 94760760 protein_coding 2338 0.000427715996578272
229 KHDC3L 1 2 0.269458461891079 No No KHDC3L 1 6 74072381 74073894 protein_coding 1513 0.000660938532716457
230 KIF22 1 2.01700000000005 0.214799755627709 No No KIF22 1 16 29802040 29816705 protein_coding 14665 6.81895669962496e-05
231 KLF1 1 1.98000000000002 0.149628840783214 No No KLF1 1 19 12995236 12998015 protein_coding 2779 0.000359841669665347
232 KLF4 1 2.161 0.177471161588459 No No KLF4 1 9 110247133 110252763 protein_coding 5630 0.000177619893428064
233 KLHL17 1 2.39499999999998 0.197160541288623 No No KLHL17 1 1 895964 901099 protein_coding 5135 0.000194741966893866
234 KLLN 1 2.24799999999999 0.233526121108423 No No KLLN 1 10 89618915 89623290 protein_coding 4375 0.000228571428571429
235 KRT13 1 2.20800000000003 0.459530207181271 No No KRT13 1 17 39657233 39661957 protein_coding 4724 0.000211685012701101
236 KRTAP1-1 1 2.48000000000002 0.735699201246191 No No KRTAP1-1 1 17 39196793 39197702 protein_coding 909 0.0011001100110011
237 KRTAP1-5 1 2.488 0.837977214319622 No No KRTAP1-5 1 17 39182278 39183460 protein_coding 1182 0.000846023688663283
238 KRTAP10-11 1 2.43299999999999 0.140723141092052 No No KRTAP10-11 1 21 46066331 46067567 protein_coding 1236 0.000809061488673139
239 KRTAP10-12 1 2.35500000000002 0.195645380849671 No No KRTAP10-12 1 21 46117087 46117959 protein_coding 872 0.00114678899082569
240 KRTAP10-5 1 2.51999999999998 0.598622688019723 No No KRTAP10-5 1 21 45999332 46000481 protein_coding 1149 0.000870322019147084
241 KRTAP10-8 1 2.38099999999997 0.367242904231519 No No KRTAP10-8 1 21 46031996 46032871 protein_coding 875 0.00114285714285714
